policyID,statecode,county,eq_site_limit,hu_site_limit,fl_site_limit,fr_site_limit,tiv_2011,tiv_2012,eq_site_deductible,hu_site_deductible,fl_site_deductible,fr_site_deductible,point_latitude,point_longitude,line,construction,point_granularity
664654,FL,WALTON COUNTY,0,1432311.54,0,0,1432311.54,1897053.67,0,0,0,0,30.37483,-86.18271,Residential,Masonry,3
907057,FL,WALTON COUNTY,0,679894.72,0,0,679894.72,786217.34,0,0,0,0,30.357355,-86.198115,Residential,Masonry,3
998569,FL,WALTON COUNTY,0,44737.07,0,0,44737.07,59885.05,0,0,0,0,30.346515,-86.220975,Residential,Wood,3
792947,FL,WALTON COUNTY,0,2222802.47,0,0,2222802.47,2263630.91,0,0,0,0,30.37282,-86.179977,Commercial,Reinforced Masonry,1
502869,FL,WALTON COUNTY,0,8006.72,0,0,8006.72,6531.57,0,0,0,0,30.356861,-86.109261,Residential,Wood,1
725878,FL,WALTON COUNTY,8666100,8666100,8666100,8666100,8666100,7032020.18,0,8999.1,0,0,30.3537,-86.1915,Commercial,Reinforced Masonry,1
230998,FL,WALTON COUNTY,3780000,3780000,3780000,3780000,3780000,6049285.2,0,8999.1,0,0,30.3537,-86.1915,Commercial,Reinforced Masonry,4
423210,FL,WALTON COUNTY,771300,771300,771300,771300,771300,1003422.74,0,8999.1,0,0,30.340185,-86.194115,Residential,Masonry,1
389940,FL,WALTON COUNTY,522000,522000,522000,522000,522000,559166.4,0,8999.1,0,0,30.32901,-86.12469,Residential,Masonry,1
664326,FL,WALTON COUNTY,207000,207000,207000,207000,207000,208735.49,0,8999.1,0,0,30.32931,-86.12517,Residential,Wood,1
240123,FL,WALTON COUNTY,0,39044.43,0,0,39044.43,31860.25,0,0,0,0,30.37389,-86.229187,Residential,Wood,3
331172,FL,WALTON COUNTY,0,888021.9,0,888021.9,888021.9,921724.11,0,0,0,0,30.32952,-86.16579,Residential,Masonry,1
556670,FL,WALTON COUNTY,0,1526525.7,0,0,1526525.7,1033152.6,0,0,0,0,30.3207,-86.140892,Residential,Masonry,1
846632,FL,WALTON COUNTY,0,1130910.53,0,0,1130910.53,1781862.62,0,0,0,0,30.32072,-86.13819,Residential,Masonry,1
322952,FL,WALTON COUNTY,620208,620208,620208,620208,620208,536976.09,0,0,0,0,30.3537,-86.1915,Residential,Masonry,4
176662,FL,WALTON COUNTY,628380,628380,628380,628380,628380,677564.56,0,0,0,0,30.376364,-86.271141,Residential,Masonry,1
402035,FL,WALTON COUNTY,4986,4986,4986,4986,4986,6485.82,0,0,0,0,30.313093,-86.088165,Residential,Wood,4
605361,FL,WALTON COUNTY,2916,2916,2916,2916,2916,3661.91,0,0,0,0,30.32071,-86.1376,Residential,Wood,1
443281,FL,WALTON COUNTY,837,837,837,837,837,733.29,0,0,0,0,30.3537,-86.1915,Residential,Wood,1
805272,FL,WALTON COUNTY,783,783,783,783,783,794.2,0,0,0,0,30.32071,-86.1376,Residential,Wood,1
241436,FL,WALTON COUNTY,0,1783533.95,0,0,1783533.95,3066108.88,0,0,0,0,30.36707,-86.11883,Residential,Masonry,1
995966,FL,WALTON COUNTY,0,5563.08,0,0,5563.08,8086.02,0,0,0,0,30.36707,-86.11883,Residential,Wood,1
522413,FL,WALTON COUNTY,0,148077,0,148077,148077,255095.21,0,0,0,0,30.36707,-86.11883,Residential,Wood,1
161754,FL,WALTON COUNTY,0,55999.8,0,55999.8,55999.8,57009.14,0,0,0,0,30.36707,-86.11883,Residential,Wood,1
990849,FL,WALTON COUNTY,0,55999.8,0,55999.8,55999.8,51914.33,0,0,0,0,30.36707,-86.11883,Residential,Wood,1
474544,FL,WALTON COUNTY,0,18180000,0,0,18180000,14310000,0,0,0,0,30.37871,-86.18016,Commercial,Reinforced Concrete,3
324243,FL,WALTON COUNTY,0,436949.46,0,0,436949.46,474854.83,0,0,0,0,30.37871,-86.18016,Residential,Masonry,3
477231,FL,WALTON COUNTY,0,54972.5,0,0,54972.5,84182.8,0,0,0,0,30.37871,-86.18016,Residential,Wood,3
792493,FL,WALTON COUNTY,0,54972.5,0,0,54972.5,80292.4,0,0,0,0,30.37871,-86.18016,Residential,Wood,3
412141,FL,WALTON COUNTY,0,7834.67,0,0,7834.67,7918.41,0,0,0,0,30.37871,-86.18016,Residential,Wood,3
524599,FL,WALTON COUNTY,0,56514.8,0,0,56514.8,73683.99,0,0,0,0,30.361073,-86.263016,Residential,Wood,1
885997,FL,WALTON COUNTY,0,56514.8,0,0,56514.8,74735.17,0,0,0,0,30.361073,-86.263016,Residential,Wood,1
420433,FL,WALTON COUNTY,0,56514.8,0,0,56514.8,90442.89,0,0,0,0,30.361073,-86.263016,Residential,Wood,1
729792,FL,WALTON COUNTY,0,56514.8,0,0,56514.8,67403.62,0,0,0,0,30.361073,-86.263016,Residential,Wood,1
395368,FL,WALTON COUNTY,0,56514.8,0,0,56514.8,62331.3,0,0,0,0,30.361073,-86.263016,Residential,Wood,1
205934,FL,WALTON COUNTY,0,56514.8,0,0,56514.8,84678.1,0,0,0,0,30.361073,-86.263016,Residential,Wood,1
578516,FL,WALTON COUNTY,0,56514.8,0,0,56514.8,66233.53,0,0,0,0,30.361073,-86.263016,Residential,Wood,1
872862,FL,WALTON COUNTY,0,8622.77,0,0,8622.77,8086.95,0,0,0,0,30.361073,-86.263016,Residential,Wood,1
114347,FL,WALTON COUNTY,0,56514.8,0,0,56514.8,76172.91,0,0,0,0,30.361073,-86.263016,Residential,Wood,1
475670,FL,WALTON COUNTY,0,56514.8,0,0,56514.8,50759.9,0,0,0,0,30.361073,-86.263016,Residential,Wood,1
443621,FL,WALTON COUNTY,0,7417.44,0,0,7417.44,13107.86,0,0,0,0,30.361073,-86.263016,Residential,Wood,1
673952,FL,WALTON COUNTY,0,16920000,0,16920000,16920000,22680000,0,0,0,0,30.356737,-86.117455,Commercial,Reinforced Concrete,1
646454,FL,WALTON COUNTY,0,203400,0,203400,203400,248082.91,0,0,0,0,30.317135,-86.12971,Residential,Wood,1
950759,FL,WALTON COUNTY,0,56113.2,0,0,56113.2,64880.77,0,0,0,0,30.31705,-86.12945,Residential,Wood,3
429724,FL,JACKSON COUNTY,134244.9,134244.9,0,0,134244.9,224779.66,0,0,0,0,30.71867,-84.972415,Residential,Wood,3
424668,FL,JACKSON COUNTY,555028.2,555028.2,0,0,555028.2,782056.93,0,0,0,0,30.639471,-84.936089,Residential,Masonry,1
540318,FL,JACKSON COUNTY,0,149288.28,0,0,149288.28,161998.08,0,0,0,0,30.7298,-84.9378,Residential,Wood,3
491387,FL,JACKSON COUNTY,0,217545.18,0,0,217545.18,336786.05,0,0,0,0,30.71087,-84.91933,Residential,Wood,1
653920,FL,JACKSON COUNTY,0,303431.45,0,0,303431.45,344569.17,0,0,0,0,30.700417,-84.902298,Residential,Wood,1
924154,FL,JACKSON COUNTY,0,50571.91,0,0,50571.91,71237.31,0,0,0,0,30.700417,-84.902298,Residential,Wood,1
495756,FL,JACKSON COUNTY,0,10114.38,0,0,10114.38,10559.41,0,0,0,0,30.7298,-84.9378,Residential,Wood,4
979918,FL,JACKSON COUNTY,0,135876.61,0,0,135876.61,150687.29,0,0,0,0,30.7122,-84.90264,Residential,Wood,3
773304,FL,JACKSON COUNTY,0,32366.02,0,0,32366.02,35643.92,0,0,0,0,30.70731,-84.928215,Residential,Wood,3
546476,FL,JACKSON COUNTY,0,32366.02,0,0,32366.02,31097.01,0,0,0,0,30.704855,-84.923135,Residential,Wood,3
993585,FL,JACKSON COUNTY,0,1952565.2,0,0,1952565.2,2972897.67,0,0,0,0,30.704889,-84.940475,Commercial,Reinforced Masonry,1
535339,FL,JACKSON COUNTY,0,909143.85,0,0,909143.85,1438038.28,0,0,0,0,30.704889,-84.940475,Residential,Masonry,1
690173,FL,JACKSON COUNTY,0,3597.05,0,0,3597.05,2595.43,0,0,0,0,30.704889,-84.940475,Residential,Wood,1
506624,FL,JACKSON COUNTY,0,32710.91,0,0,32710.91,29198.41,0,0,0,0,30.704889,-84.940475,Residential,Wood,1
736529,FL,JACKSON COUNTY,0,67922.98,0,0,67922.98,84244.06,0,0,0,0,30.704889,-84.940475,Residential,Wood,1
180830,FL,JACKSON COUNTY,0,67922.98,0,0,67922.98,96699.91,0,0,0,0,30.704889,-84.940475,Residential,Wood,1
949466,FL,JACKSON COUNTY,0,1143400.34,0,0,1143400.34,1023462.22,0,0,0,0,30.708246,-84.922356,Residential,Masonry,1
425185,FL,JACKSON COUNTY,0,9951.83,0,0,9951.83,10487.58,0,0,0,0,30.708246,-84.922356,Residential,Wood,1
147649,FL,JACKSON COUNTY,0,674938.09,0,0,674938.09,529043.48,0,0,0,0,30.708246,-84.922356,Residential,Masonry,1
347367,FL,JACKSON COUNTY,0,2359947.51,0,0,2359947.51,3242341.32,0,0,0,0,30.708246,-84.922356,Commercial,Reinforced Masonry,1
552384,FL,WASHINGTON COUNTY,0,136910.79,0,0,136910.79,119512.85,0,0,0,0,30.610849,-85.693298,Residential,Wood,1
811257,FL,WASHINGTON COUNTY,0,11777.27,0,0,11777.27,15993.54,0,0,0,0,30.62519,-85.71452,Residential,Wood,1
674211,FL,WASHINGTON COUNTY,0,392575.74,0,0,392575.74,565309.07,0,0,0,0,30.61691,-85.71696,Residential,Masonry,1
166223,FL,WASHINGTON COUNTY,0,1626102.27,0,0,1626102.27,2361100.5,0,0,0,0,30.626707,-85.7062,Residential,Masonry,1
765687,FL,WASHINGTON COUNTY,0,3957.38,0,0,3957.38,3101.63,0,0,0,0,30.626707,-85.7062,Residential,Wood,1
282794,FL,WASHINGTON COUNTY,0,18625.5,0,0,18625.5,24433.98,0,0,0,0,30.626707,-85.7062,Residential,Wood,1
593914,FL,WASHINGTON COUNTY,0,1753816.13,0,0,1753816.13,1581117.85,0,0,0,0,30.61327,-85.69593,Residential,Masonry,1
324812,FL,WASHINGTON COUNTY,0,60808.5,0,60808.5,60808.5,50466.19,0,0,0,0,30.61327,-85.69593,Residential,Wood,1
608083,FL,WASHINGTON COUNTY,0,36652.5,0,36652.5,36652.5,54433.36,0,0,0,0,30.61327,-85.69593,Residential,Wood,1
423580,FL,WASHINGTON COUNTY,0,474299.1,0,0,474299.1,618922.39,0,0,0,0,30.62519,-85.71452,Residential,Masonry,1
387933,FL,WASHINGTON COUNTY,0,9251.01,0,0,9251.01,12597.68,0,0,0,0,30.62519,-85.71452,Residential,Wood,1
904424,FL,WASHINGTON COUNTY,0,42228,0,42228,42228,43490.49,0,0,0,0,30.62519,-85.71452,Residential,Wood,1
761790,FL,WASHINGTON COUNTY,0,11700000,0,11700000,11700000,11340000,0,233140.5,0,0,30.609905,-85.69278,Commercial,Reinforced Concrete,1
598443,FL,WASHINGTON COUNTY,0,66163.07,0,0,66163.07,64112.02,0,0,0,0,30.6319,-85.5888,Residential,Wood,1
484654,FL,WASHINGTON COUNTY,0,51779.93,0,0,51779.93,80427.17,0,0,0,0,30.6319,-85.5888,Residential,Wood,1
527134,FL,WASHINGTON COUNTY,0,138959.98,0,0,138959.98,162803.28,0,0,0,0,30.6319,-85.5888,Residential,Wood,1
176490,FL,WASHINGTON COUNTY,0,2603.47,0,0,2603.47,3748.73,0,0,0,0,30.6319,-85.5888,Residential,Wood,3
418718,FL,WASHINGTON COUNTY,0,2220.96,0,0,2220.96,2531.25,0,0,0,0,30.6319,-85.5888,Residential,Wood,3
380161,FL,WASHINGTON COUNTY,0,14018.66,0,0,14018.66,15848.59,0,0,0,0,30.6319,-85.5888,Residential,Wood,3
472396,FL,WALTON COUNTY,0,154109.47,0,0,154109.47,190208.07,0,0,0,0,30.944078,-86.056702,Residential,Wood,1
618259,FL,GULF COUNTY,0,507638.34,0,0,507638.34,754784.1,0,0,0,0,30.122345,-85.199112,Residential,Masonry,3
768626,FL,GULF COUNTY,0,1105581.6,0,1105581.6,1105581.6,1758812.28,0,0,0,0,30.100052,-85.20018,Residential,Masonry,1
458435,FL,GULF COUNTY,0,1071991.96,0,0,1071991.96,1092889.37,0,0,0,0,30.105953,-85.193962,Residential,Masonry,1
765917,FL,GULF COUNTY,0,41416.16,0,0,41416.16,64147.63,0,0,0,0,30.105953,-85.193962,Residential,Wood,1
916187,FL,GULF COUNTY,0,1091389.24,0,0,1091389.24,1821766.57,0,0,0,0,30.105953,-85.193962,Residential,Masonry,1
162788,FL,GULF COUNTY,0,872410.29,0,0,872410.29,677883.73,0,0,0,0,30.104588,-85.189857,Residential,Masonry,1
120519,FL,GULF COUNTY,0,44158.72,0,0,44158.72,58495.91,0,0,0,0,30.104588,-85.189857,Residential,Wood,1
311330,FL,GULF COUNTY,0,44158.72,0,0,44158.72,51531.2,0,0,0,0,30.104588,-85.189857,Residential,Wood,1
387890,FL,GULF COUNTY,0,34831.44,0,0,34831.44,29082.86,0,0,0,0,30.104588,-85.189857,Residential,Wood,1
208316,FL,GULF COUNTY,0,285116.68,0,0,285116.68,449805.77,0,0,0,0,30.065145,-85.21653,Residential,Wood,4
160228,FL,GULF COUNTY,0,6776.14,0,0,6776.14,8211.06,0,0,0,0,30.105938,-85.195572,Residential,Wood,1
874004,FL,GULF COUNTY,0,268740.87,0,0,268740.87,202368.32,0,0,0,0,30.105938,-85.195572,Residential,Wood,1
698690,FL,GULF COUNTY,0,52858.63,0,0,52858.63,78557.23,0,0,0,0,30.11237,-85.195251,Residential,Wood,1
745209,FL,GULF COUNTY,0,42982.71,0,0,42982.71,61946.16,0,0,0,0,30.106565,-85.187775,Residential,Wood,3
110742,FL,GULF COUNTY,0,31086.71,0,0,31086.71,41964.57,0,0,0,0,30.106565,-85.187775,Residential,Wood,3
534704,FL,GULF COUNTY,0,107400.66,0,0,107400.66,141603.9,0,0,0,0,30.113546,-85.200211,Residential,Wood,3
200400,FL,GULF COUNTY,0,371884.59,0,0,371884.59,360583.76,0,0,0,0,30.113546,-85.200211,Residential,Masonry,3
774390,FL,GULF COUNTY,0,61432.73,0,0,61432.73,72373.9,0,0,0,0,30.100039,-85.207321,Residential,Wood,1
538228,FL,GULF COUNTY,0,56191.75,0,0,56191.75,62179.55,0,0,0,0,30.100039,-85.207321,Residential,Wood,1
813558,FL,GULF COUNTY,0,31299.94,0,0,31299.94,37760.25,0,0,0,0,30.100039,-85.207321,Residential,Wood,1
818077,FL,GULF COUNTY,0,61679.62,0,0,61679.62,72054.14,0,0,0,0,30.100039,-85.207321,Residential,Wood,1
159155,FL,GULF COUNTY,0,149148.87,0,0,149148.87,191008.4,0,0,0,0,30.115644,-85.19693,Residential,Wood,3
333123,FL,GULF COUNTY,0,2805.66,0,0,2805.66,4013.4,0,0,0,0,30.115885,-85.198906,Residential,Wood,1
757197,FL,GULF COUNTY,0,15711.69,0,0,15711.69,20045.23,0,0,0,0,30.10244,-85.20068,Residential,Wood,4
920104,FL,GULF COUNTY,0,15711.69,0,0,15711.69,24941.62,0,0,0,0,30.11747,-85.20173,Residential,Wood,3
960185,FL,GULF COUNTY,0,15711.69,0,0,15711.69,24043.92,0,0,0,0,30.11885,-85.21076,Residential,Wood,4
725351,FL,GULF COUNTY,0,15711.69,0,0,15711.69,22149.25,0,0,0,0,30.0471,-85.2259,Residential,Wood,3
673832,FL,BAY COUNTY,404006.4,404006.4,0,0,404006.4,607018,0,0,0,0,30.348503,-85.390823,Residential,Masonry,1
930523,FL,BAY COUNTY,0,55639.83,0,0,55639.83,43399.07,0,0,0,0,30.065405,-85.216484,Residential,Wood,4
498099,FL,ESCAMBIA COUNTY,0,404205.3,0,0,404205.3,663785.94,0,0,0,0,30.4264,-87.2229,Residential,Masonry,1
305181,FL,ESCAMBIA COUNTY,0,1962,0,1962,1962,1804.63,0,0,0,0,30.441446,-87.231728,Residential,Wood,1
325705,FL,ESCAMBIA COUNTY,0,1851.3,0,1851.3,1851.3,1695.67,0,0,0,0,30.441341,-87.228806,Residential,Wood,1
466339,FL,ESCAMBIA COUNTY,274500,274500,274500,274500,274500,350146.71,0,13725,0,0,30.414335,-87.21508,Residential,Wood,3
971724,FL,ESCAMBIA COUNTY,352787.4,352787.4,0,0,352787.4,467929.45,0,0,0,0,30.42289,-87.21062,Residential,Wood,1
954511,FL,ESCAMBIA COUNTY,0,618722.9,0,0,618722.9,912314.33,0,0,0,0,30.386995,-87.42088,Residential,Masonry,3
540123,FL,ESCAMBIA COUNTY,0,643255.63,0,0,643255.63,556544.77,0,0,0,0,30.430145,-87.223434,Residential,Masonry,1
213307,FL,ESCAMBIA COUNTY,0,227693.42,0,0,227693.42,237338.51,0,0,0,0,30.4264,-87.2229,Residential,Wood,3
216606,FL,ESCAMBIA COUNTY,0,380294.42,0,0,380294.42,316252.84,0,0,0,0,30.401446,-87.342518,Residential,Masonry,4
874075,FL,ESCAMBIA COUNTY,0,227693.42,0,0,227693.42,215867.93,0,0,0,0,30.4264,-87.2229,Residential,Wood,4
971470,FL,ESCAMBIA COUNTY,0,924348.8,0,0,924348.8,1587458.14,0,0,0,0,30.4264,-87.2229,Residential,Masonry,3
366404,FL,ESCAMBIA COUNTY,0,1777430.81,0,0,1777430.81,1837188.03,0,0,0,0,30.4264,-87.2229,Residential,Masonry,3
876618,FL,ESCAMBIA COUNTY,0,821820,0,0,821820,1291013.47,0,0,0,0,30.4264,-87.2229,Residential,Masonry,3
405650,FL,ESCAMBIA COUNTY,0,476305.89,0,0,476305.89,714306.41,0,0,0,0,30.456795,-87.27058,Residential,Masonry,3
491600,FL,ESCAMBIA COUNTY,0,68882.4,0,0,68882.4,64989.72,0,0,0,0,30.40771,-87.21369,Residential,Wood,3
568134,FL,ESCAMBIA COUNTY,0,1112715.66,0,0,1112715.66,892954.32,0,0,0,0,30.40771,-87.21369,Residential,Masonry,3
242703,FL,ESCAMBIA COUNTY,0,58285.11,0,0,58285.11,59159.5,0,0,0,0,30.40771,-87.21369,Residential,Wood,3
384502,FL,ESCAMBIA COUNTY,0,169556.67,0,0,169556.67,207374.59,0,0,0,0,30.40771,-87.21369,Residential,Wood,3
453529,FL,ESCAMBIA COUNTY,0,26493.23,0,0,26493.23,19900.92,0,0,0,0,30.40771,-87.21369,Residential,Wood,3
901763,FL,ESCAMBIA COUNTY,0,164258.03,0,0,164258.03,190234.45,0,0,0,0,30.40771,-87.21369,Residential,Wood,3
156912,FL,ESCAMBIA COUNTY,0,1059729.2,0,0,1059729.2,1715871.14,0,0,0,0,30.40771,-87.21369,Residential,Masonry,3
684723,FL,ESCAMBIA COUNTY,0,794796.9,0,0,794796.9,875095.23,0,0,0,0,30.40771,-87.21369,Residential,Masonry,3
424691,FL,ESCAMBIA COUNTY,0,119219.54,0,0,119219.54,192984.95,0,0,0,0,30.40771,-87.21369,Residential,Wood,3
492823,FL,ESCAMBIA COUNTY,0,10080000,0,0,10080000,13500000,0,0,0,0,30.40771,-87.21369,Commercial,Reinforced Concrete,3
203236,FL,ESCAMBIA COUNTY,0,119219.54,0,0,119219.54,146127.38,0,0,0,0,30.40771,-87.21369,Residential,Wood,3
676080,FL,ESCAMBIA COUNTY,0,14850000,0,0,14850000,18900000,0,0,0,0,30.40771,-87.21369,Commercial,Reinforced Concrete,3
299949,FL,ESCAMBIA COUNTY,0,119219.54,0,0,119219.54,124894.39,0,0,0,0,30.40771,-87.21369,Residential,Wood,3
909870,FL,ESCAMBIA COUNTY,0,119219.54,0,0,119219.54,99289.61,0,0,0,0,30.40771,-87.21369,Residential,Wood,3
973531,FL,ESCAMBIA COUNTY,0,37090.52,0,0,37090.52,33278.73,0,0,0,0,30.40771,-87.21369,Residential,Wood,3
734936,FL,ESCAMBIA COUNTY,0,1070326.5,0,0,1070326.5,1154539.78,0,0,0,0,30.40771,-87.21369,Residential,Masonry,3
470691,FL,ESCAMBIA COUNTY,0,124868.36,0,0,124868.36,142649.62,0,0,0,0,30.42743,-87.23594,Residential,Wood,1
110865,FL,ESCAMBIA COUNTY,0,289846.43,0,0,289846.43,281283.21,0,0,0,0,30.42488,-87.237735,Residential,Wood,3
475900,FL,ESCAMBIA COUNTY,0,96428.88,0,0,96428.88,86727.36,0,0,0,0,30.4264,-87.2229,Residential,Wood,4
226393,FL,ESCAMBIA COUNTY,0,96428.88,0,0,96428.88,138434.65,0,0,0,0,30.4264,-87.2229,Residential,Wood,4
210736,FL,ESCAMBIA COUNTY,0,286253.22,0,0,286253.22,308329.07,0,0,0,0,30.42131,-87.217552,Residential,Wood,1
305466,FL,ESCAMBIA COUNTY,0,96428.88,0,0,96428.88,151701.91,0,0,0,0,30.4264,-87.2229,Residential,Wood,4
894356,FL,ESCAMBIA COUNTY,0,96428.88,0,0,96428.88,129989.22,0,0,0,0,30.4264,-87.2229,Residential,Wood,4
885456,FL,ESCAMBIA COUNTY,0,96428.88,0,0,96428.88,167540.36,0,0,0,0,30.4264,-87.2229,Residential,Wood,4
538335,FL,ESCAMBIA COUNTY,0,96428.88,0,0,96428.88,119295.45,0,0,0,0,30.4264,-87.2229,Residential,Wood,4
609325,FL,ESCAMBIA COUNTY,0,96428.88,0,0,96428.88,131998.02,0,0,0,0,30.4264,-87.2229,Residential,Wood,4
137546,FL,ESCAMBIA COUNTY,0,96428.88,0,0,96428.88,86091.7,0,0,0,0,30.4264,-87.2229,Residential,Wood,4
277745,FL,ESCAMBIA COUNTY,0,96428.88,0,0,96428.88,100613.89,0,0,0,0,30.4264,-87.2229,Residential,Wood,4
295124,FL,ESCAMBIA COUNTY,0,96428.88,0,0,96428.88,84634.66,0,0,0,0,30.4264,-87.2229,Residential,Wood,4
621716,FL,ESCAMBIA COUNTY,0,146762.99,0,0,146762.99,134119.07,0,0,0,0,30.42131,-87.217552,Residential,Wood,1
132178,FL,ESCAMBIA COUNTY,0,286253.22,0,0,286253.22,327568.14,0,0,0,0,30.42131,-87.217552,Residential,Wood,1
120869,FL,ESCAMBIA COUNTY,0,156135.89,0,0,156135.89,213710.06,0,0,0,0,30.42131,-87.217552,Residential,Wood,1
140522,FL,ESCAMBIA COUNTY,0,141808.46,0,0,141808.46,152686.87,0,0,0,0,30.42131,-87.217552,Residential,Wood,1
727284,FL,ESCAMBIA COUNTY,0,281505.88,0,0,281505.88,365978.76,0,0,0,0,30.42131,-87.217552,Residential,Wood,1
236135,FL,ESCAMBIA COUNTY,0,286253.22,0,0,286253.22,430615.01,0,0,0,0,30.42131,-87.217552,Residential,Wood,1
787194,FL,ESCAMBIA COUNTY,0,164986.25,0,0,164986.25,228210.63,0,0,0,0,30.4264,-87.2229,Residential,Wood,4
852514,FL,ESCAMBIA COUNTY,0,454319.24,0,0,454319.24,589297.48,0,0,0,0,30.42131,-87.217552,Residential,Masonry,1
343463,FL,ESCAMBIA COUNTY,0,155866.9,0,0,155866.9,116904.22,0,0,0,0,30.42131,-87.217552,Residential,Wood,1
780366,FL,ESCAMBIA COUNTY,0,281505.88,0,0,281505.88,354129.9,0,0,0,0,30.42131,-87.217552,Residential,Wood,1
866819,FL,ESCAMBIA COUNTY,0,263832.42,0,0,263832.42,195634.38,0,0,0,0,30.42131,-87.217552,Residential,Wood,1
199429,FL,ESCAMBIA COUNTY,0,164986.25,0,0,164986.25,242471.55,0,0,0,0,30.4264,-87.2229,Residential,Wood,4
119518,FL,ESCAMBIA COUNTY,0,164986.25,0,0,164986.25,232816.72,0,0,0,0,30.4264,-87.2229,Residential,Wood,4
747453,FL,ESCAMBIA COUNTY,0,53492.03,0,0,53492.03,70581.24,0,0,0,0,30.4264,-87.2229,Residential,Wood,4
440966,FL,ESCAMBIA COUNTY,0,61831.68,0,0,61831.68,52520.32,0,0,0,0,30.427372,-87.237206,Residential,Wood,1
194655,FL,ESCAMBIA COUNTY,0,93652.63,0,0,93652.63,98905.61,0,0,0,0,30.427067,-87.23719,Residential,Wood,1
951443,FL,ESCAMBIA COUNTY,0,164986.25,0,0,164986.25,158654.08,0,0,0,0,30.4264,-87.2229,Residential,Wood,4
702469,FL,ESCAMBIA COUNTY,0,164986.25,0,0,164986.25,208290.36,0,0,0,0,30.4264,-87.2229,Residential,Wood,4
793790,FL,ESCAMBIA COUNTY,0,164986.25,0,0,164986.25,163203.41,0,0,0,0,30.4264,-87.2229,Residential,Wood,4
438939,FL,ESCAMBIA COUNTY,0,164986.25,0,0,164986.25,141709.66,0,0,0,0,30.4264,-87.2229,Residential,Wood,4
999934,FL,ESCAMBIA COUNTY,0,120360.03,0,0,120360.03,154963.54,0,0,0,0,30.4264,-87.2229,Residential,Wood,4
250883,FL,ESCAMBIA COUNTY,0,1434.68,0,0,1434.68,2041.89,0,0,0,0,30.42142,-87.21343,Residential,Wood,1
385392,FL,ESCAMBIA COUNTY,0,228142.1,0,0,228142.1,325531.41,0,0,0,0,30.42397,-87.21602,Residential,Wood,1
608329,FL,ESCAMBIA COUNTY,0,40668.81,0,0,40668.81,49135.65,0,0,0,0,30.42397,-87.21602,Residential,Wood,1
457841,FL,ESCAMBIA COUNTY,0,357542.86,0,0,357542.86,299549.41,0,0,0,0,30.44171,-87.22494,Residential,Wood,1
493081,FL,ESCAMBIA COUNTY,0,1510607.32,0,0,1510607.32,1367039.2,0,0,0,0,30.423309,-87.211205,Residential,Masonry,1
934596,FL,ESCAMBIA COUNTY,0,407048.8,0,0,407048.8,415148.25,0,0,0,0,30.43984,-87.22315,Residential,Masonry,1
548420,FL,ESCAMBIA COUNTY,0,12240000,0,0,12240000,13860000,0,0,0,0,30.429926,-87.22953,Commercial,Reinforced Concrete,1
335002,FL,ESCAMBIA COUNTY,0,4944139.37,0,0,4944139.37,3651805.61,0,0,0,0,30.429926,-87.22953,Commercial,Reinforced Masonry,1
165548,FL,ESCAMBIA COUNTY,0,5714758.89,0,0,5714758.89,8352520.15,0,0,0,0,30.428679,-87.231949,Commercial,Reinforced Masonry,1
377989,FL,ESCAMBIA COUNTY,0,738152.11,0,0,738152.11,764630.37,0,0,0,0,30.429844,-87.232826,Residential,Masonry,1
227423,FL,ESCAMBIA COUNTY,0,78718.37,0,0,78718.37,129265.71,0,0,0,0,30.427834,-87.229645,Residential,Wood,1
124412,FL,ESCAMBIA COUNTY,0,91198.24,0,0,91198.24,138928.67,0,0,0,0,30.4279,-87.23119,Residential,Wood,1
377470,FL,ESCAMBIA COUNTY,0,50928.59,0,0,50928.59,46186.12,0,0,0,0,30.43184,-87.22906,Residential,Wood,1
621976,FL,ESCAMBIA COUNTY,0,99620.71,0,0,99620.71,139676.2,0,0,0,0,30.42838,-87.22984,Residential,Wood,1
246495,FL,ESCAMBIA COUNTY,0,117966.36,0,0,117966.36,162793.58,0,0,0,0,30.43013,-87.23326,Residential,Wood,1
835654,FL,ESCAMBIA COUNTY,0,212967.61,0,0,212967.61,221039.08,0,0,0,0,30.4279,-87.23096,Residential,Wood,1
752159,FL,ESCAMBIA COUNTY,0,3723851.47,0,0,3723851.47,4325253.48,0,0,0,0,30.431808,-87.233948,Commercial,Reinforced Masonry,1
883077,FL,ESCAMBIA COUNTY,0,2320292.82,0,0,2320292.82,3646713.73,0,0,0,0,30.43232,-87.23437,Commercial,Reinforced Masonry,1
770421,FL,ESCAMBIA COUNTY,0,1532237.13,0,0,1532237.13,1851555.35,0,0,0,0,30.43285,-87.234818,Residential,Masonry,1
993256,FL,ESCAMBIA COUNTY,0,239427.18,0,0,239427.18,358761.52,0,0,0,0,30.432875,-87.232697,Residential,Wood,3
608797,FL,ESCAMBIA COUNTY,0,1513500,4540500,4540500,4540500,6230201.67,0,0,0,0,30.431785,-87.23327,Commercial,Reinforced Masonry,1
177498,FL,ESCAMBIA COUNTY,0,1102272.67,0,0,1102272.67,1475488.97,0,0,0,0,30.43323,-87.2378,Residential,Masonry,1
583056,FL,ESCAMBIA COUNTY,0,375823.95,0,0,375823.95,567890.65,0,0,0,0,30.43207,-87.21941,Residential,Masonry,1
